,yt_id,start_time,end_time,tag_strings,laughter
17700,ALuNEs1izDg,30.000,40.000,['/m/09x0r'],False
17701,K1mHRUfeiio,30.000,40.000,['/m/04rlf'],False
17702,u03ONjHeEk0,10.000,20.000,"['/m/01s0ps', '/m/04rlf', '/m/04szw', '/m/05148p4', '/m/05r5c']",False
17703,UhZHGF2E-MM,300.000,310.000,"['/m/04rlf', '/m/05lls']",False
17704,7FaSPBAAD0Y,30.000,40.000,"['/m/07q2z82', '/m/07yv9', '/m/09x0r', '/m/0k4j']",False
17705,YZDGWiTATHo,20.000,30.000,"['/m/07rknqz', '/m/07yv9']",False
17706,uAV3AhaqsRo,30.000,40.000,['/m/04rlf'],False
17707,yd0b8ImVfO0,20.000,30.000,"['/m/09x0r', '/m/0g6b5']",False
17708,xBAJBCYHx6Q,280.000,290.000,['/m/09x0r'],False
17709,PYoRY-75lws,80.000,90.000,"['/m/04rlf', '/m/09x0r']",False
17710,HjlxKaoQYcs,10.000,20.000,"['/m/04rlf', '/m/064t9', '/m/09x0r']",False
17711,Vt-9y_azfQU,120.000,130.000,"['/m/02mk9', '/m/07pb8fc', '/m/07yv9']",False
17712,wAF4T3uTpcI,150.000,160.000,"['/m/04rlf', '/m/0cfdd']",False
17713,uVYJV0fh6ws,540.000,550.000,"['/m/04rlf', '/m/0dl5d']",False
17714,HU-zUIV52EY,30.000,35.000,['/m/09x0r'],False
17715,fDkC-0azKzA,30.000,40.000,['/m/09x0r'],False
17716,KhsNv5lKqPM,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17717,7PJ9-gtqQcQ,0.000,10.000,"['/m/01s0ps', '/m/05r5c']",False
17718,tEm_fXgCHu0,30.000,40.000,"['/m/019jd', '/m/04rlf', '/m/07yv9', '/m/09x0r']",False
17719,Z916d-88XVY,70.000,80.000,['/m/04rlf'],False
17720,k8J_xaBtmgc,0.000,8.000,"['/m/019jd', '/m/02rlv9', '/m/07yv9']",False
17721,qlwpHQG7Qs0,210.000,220.000,"['/m/04rlf', '/t/dd00125']",False
17722,0c61prWTVZQ,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17723,LdJoK7mOaOc,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17724,NVFmaGt-5yo,20.000,30.000,['/m/02zsn'],False
17725,f00sE7uQMp0,30.000,40.000,['/m/04rlf'],False
17726,Y7g0nRkegYc,30.000,40.000,"['/m/02lkt', '/m/04rlf', '/m/07s72n']",False
17727,bHsoxpxIjew,10.000,20.000,"['/m/015p6', '/m/05kq4']",False
17728,iIQ9Ish1F9I,21.000,31.000,['/m/09x0r'],False
17729,oW5o_KjUvs4,14.000,24.000,['/m/09x0r'],False
17730,XtwQkPqsdN8,0.000,10.000,"['/m/03dnzn', '/m/0838f']",False
17731,Pyi58oLOBY0,30.000,40.000,"['/m/06h7j', '/m/09x0r']",False
17732,3IQPgLAaPaQ,30.000,40.000,['/m/09x0r'],False
17733,lMfIc5h2Xfo,30.000,40.000,"['/m/02w4v', '/m/04rlf', '/m/06j64v', '/m/074ft']",False
17734,rtFXbwIDfYk,30.000,40.000,"['/m/05zppz', '/m/09x0r', '/t/dd00128']",False
17735,NXnnK4UhLgk,30.000,40.000,"['/m/02lkt', '/m/04rlf', '/m/07s72n']",False
17736,-kDM4pJV1J0,30.000,40.000,['/m/09x0r'],False
17737,_V4jBsDIhrY,30.000,40.000,"['/m/01m4t', '/m/09x0r']",False
17738,J9jSiM-rtYg,50.000,60.000,"['/m/04rlf', '/m/053hz1']",False
17739,_TUMQO6uKu0,15.000,25.000,['/t/dd00067'],False
17740,wyMBg2qDwEU,29.000,39.000,['/m/09x0r'],False
17741,SGbx4maIsq8,30.000,40.000,['/m/04rlf'],False
17742,OgxjCBQLNdE,200.000,210.000,['/m/09x0r'],False
17743,kJiXMVY9GrM,140.000,150.000,"['/m/09x0r', '/t/dd00128']",False
17744,3BzKyIKC_0Q,16.000,26.000,['/m/01h82_'],False
17745,ELeTX4EOwUA,270.000,280.000,['/m/09x0r'],False
17746,ajGByMKQdCI,180.000,190.000,['/m/0dq0md'],False
17747,En8BeQChCco,30.000,40.000,"['/m/05kq4', '/m/09x0r']",False
17748,qURDbpOYvx4,320.000,330.000,"['/m/09x0r', '/t/dd00125']",False
17749,rL4srYoypqY,30.000,40.000,"['/m/04rlf', '/m/0mkg']",False
17750,9nfn7LQ87Hk,220.000,230.000,"['/m/04rlf', '/m/0l14md']",False
17751,sx0Nwaca9Pc,190.000,200.000,"['/m/020bb7', '/m/07pggtn', '/t/dd00129']",False
17752,iuv628CgC_0,30.000,40.000,['/m/04rlf'],False
17753,EqayQuVha-g,8.000,18.000,['/m/09x0r'],False
17754,4APnYvKi6GM,270.000,280.000,['/m/09x0r'],False
17755,EO37nzNK274,0.000,10.000,"['/m/09x0r', '/t/dd00125']",False
17756,lLZFoL5xe0k,21.000,31.000,['/m/09x0r'],False
17757,O8ZipR1L3ac,70.000,80.000,"['/m/04rlf', '/m/08cyft']",False
17758,UeEbUgQVwQw,30.000,40.000,['/m/09x0r'],False
17759,dJJxXg8cpPs,5.000,15.000,"['/m/015p6', '/m/04rlf', '/m/0h0rv']",False
17760,4oVituE1gNg,70.000,80.000,['/m/09x0r'],False
17761,2zDg_27Z5ng,30.000,40.000,['/m/09x0r'],False
17762,N5dH6DvuM8c,30.000,40.000,"['/m/04rlf', '/m/09x0r', '/t/dd00034']",False
17763,CR178R1SGMo,30.000,40.000,['/m/04rlf'],False
17764,Yqp4F42EKE4,18.000,28.000,"['/m/02lkt', '/m/04rlf', '/m/07gxw']",False
17765,dd3pgLRnYHc,30.000,40.000,['/m/04rlf'],False
17766,9I_M_Ia25jY,30.000,40.000,['/m/09x0r'],False
17767,KpQ0cCjasmI,140.000,150.000,"['/m/015lz1', '/m/0342h', '/m/04szw', '/m/07s0s5r', '/m/0fx80y']",False
17768,7vV4TolIjXY,250.000,260.000,"['/m/0192l', '/m/04rlf']",False
17769,1pcTF63mJtU,260.000,270.000,"['/m/04rlf', '/m/09x0r']",False
17770,BHzS6xTDXrw,30.000,40.000,"['/m/04rlf', '/m/07s72n']",False
17771,8c43ltVG-U8,30.000,40.000,"['/m/04rlf', '/m/078jl', '/m/09x0r', '/m/0jbk', '/t/dd00129']",False
17772,VbLeRNUG4-Q,290.000,300.000,['/m/04qvtq'],False
17773,KPHoVawTC_E,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17774,cwZUlzf1ru8,50.000,60.000,"['/m/02cjck', '/m/04rlf']",False
17775,ylk-lxekKOE,30.000,40.000,"['/m/04rlf', '/m/0c1dj']",False
17776,OZlJFAB1f2E,180.000,190.000,['/m/08cyft'],False
17777,1ssVxLhtfFE,30.000,40.000,['/m/04rlf'],False
17778,7fAOLxZhWIQ,30.000,40.000,['/m/09x0r'],False
17779,fSMc2ijpfcE,50.000,60.000,"['/m/026t6', '/m/02hnl', '/m/03t3fj', '/m/06rvn', '/m/0bm02', '/m/0l14md']",False
17780,1Pf0ZAP-91k,30.000,40.000,['/m/09x0r'],False
17781,3Vp5V0wolFs,30.000,40.000,['/m/09x0r'],False
17782,wVGSxE2kaNU,30.000,40.000,"['/m/04rlf', '/t/dd00035']",False
17783,gcFRBRT60EE,400.000,410.000,"['/m/09x0r', '/t/dd00129']",False
17784,CK3j5JPOiu4,30.000,40.000,"['/m/02lkt', '/m/04rlf', '/m/07s72n']",False
17785,gJyGqZ3v11A,30.000,40.000,['/m/04rlf'],False
17786,mJ8JllaVZJk,90.000,100.000,"['/m/07yv9', '/m/09x0r']",False
17787,PSbjmNvURn4,16.000,26.000,['/m/0dxrf'],False
17788,_rK4MMAqp7M,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17789,Z-q87k4lw7E,290.000,300.000,"['/m/015p6', '/m/09x0r', '/m/0h0rv']",False
17790,R6hlz51qHQo,270.000,280.000,"['/m/028ght', '/m/09x0r']",False
17791,AsmTNfBub5s,580.000,590.000,"['/m/09x0r', '/m/0llzx']",False
17792,GQmWR-YvyxU,30.000,40.000,['/m/09x0r'],False
17793,lFDwJa19GaM,30.000,40.000,['/m/04rlf'],False
17794,khVY2fVL8_Q,200.000,210.000,"['/m/01xqw', '/m/04rlf', '/m/04szw', '/m/0ggq0m']",False
17795,6ApveqsxRso,20.000,30.000,['/m/06mb1'],False
17796,BXmiSSO3Kvo,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17797,3ALwySl0pTY,30.000,40.000,"['/m/02qldy', '/m/05zppz', '/m/09x0r']",False
17798,ux6AqRE1c_k,30.000,40.000,['/m/09x0r'],False
17799,Syt1b70kHLY,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17800,R3CPG4oP8sI,30.000,40.000,"['/m/01lyv', '/m/0342h', '/m/042v_gx', '/m/04rlf', '/m/04szw', '/m/0fx80y']",False
17801,A8WiCZlN1uE,30.000,40.000,['/m/09x0r'],False
17802,7R36o4uTh70,30.000,40.000,"['/m/0145m', '/m/0164x2', '/m/04rlf']",False
17803,fU1tB5KzY7Y,30.000,40.000,"['/m/015p6', '/m/0h0rv', '/m/0jbk', '/t/dd00129']",False
17804,HmPyxasQvbw,30.000,40.000,"['/m/04rlf', '/m/04szw', '/m/07y_7', '/m/09x0r']",False
17805,11jvgVtu5_Q,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17806,AZF5VcdyAPc,120.000,130.000,"['/m/04rlf', '/m/04szw', '/m/05w3f']",False
17807,Ph2PMjnsjjA,30.000,40.000,"['/m/09x0r', '/t/dd00128']",False
17808,NRkOELBSCUg,0.000,10.000,['/m/09x0r'],False
17809,gKsYaxsAKks,30.000,40.000,"['/m/02lkt', '/m/04rlf', '/m/07s72n']",False
17810,oTZFphQy6Ck,30.000,40.000,['/m/09x0r'],False
17811,2q0IXRw8zMM,30.000,40.000,['/m/04rlf'],False
17812,zwCFx0OYonM,70.000,80.000,"['/m/09x0r', '/t/dd00127']",False
17813,Oo6knJYm5Mk,30.000,40.000,"['/m/02lkt', '/m/04rlf']",False
17814,FKd1vbwweFU,22.000,32.000,"['/m/04rlf', '/m/09x0r']",False
17815,4gM_5gyM_FA,70.000,80.000,"['/m/07yv9', '/m/0k4j', '/m/0ltv', '/t/dd00129']",False
17816,7Txq9ptDZHQ,30.000,40.000,"['/m/02mk9', '/m/07q2z82', '/m/07yv9', '/m/0k4j', '/t/dd00066']",False
17817,5MIa-WROOiU,30.000,40.000,"['/m/02qldy', '/m/05zppz', '/m/09x0r']",False
17818,-geUzgcbtUQ,30.000,40.000,['/m/04rlf'],False
17819,_hE7nXQJJUw,190.000,200.000,"['/m/04rlf', '/m/06bxc']",False
17820,_-YaBXWf7UQ,0.000,10.000,['/m/02bk07'],False
17821,SxPMIC71ISE,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17822,-waMbI208yk,30.000,40.000,['/m/09x0r'],False
17823,7e_3EE-YqZk,30.000,40.000,"['/m/025td0t', '/m/04rlf', '/m/0l14gg']",False
17824,3EuKah5sAbA,30.000,40.000,"['/m/04rlf', '/m/07gxw']",False
17825,dWJeBE4XPlk,2.000,12.000,"['/m/06h7j', '/m/09x0r']",False
17826,h2_lURAE-oI,30.000,40.000,['/m/04rlf'],False
17827,yEvYHRI7urY,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17828,mDZAYe0bW_c,30.000,40.000,['/m/09x0r'],False
17829,04_6M4-k82Y,90.000,100.000,"['/m/03fwl', '/m/09x0r', '/m/0ch8v', '/m/0jbk']",False
17830,JMyzvZ0cYlo,210.000,220.000,"['/m/03qjg', '/m/085jw']",False
17831,jrpVHCW1Isw,14.000,24.000,['/m/09x0r'],False
17832,6ZRsvE-C4JY,140.000,150.000,"['/m/02mk9', '/m/07yv9', '/m/09x0r', '/m/0k4j', '/t/dd00066']",False
17833,-UGWTC-J-aU,24.000,34.000,"['/m/04rlf', '/m/09x0r']",False
17834,3uAffSdcfNw,0.000,10.000,['/m/083vt'],False
17835,lGV88wQUcQ4,230.000,240.000,"['/m/0326g', '/m/04rlf', '/m/0g293']",False
17836,2HvnBfSnEU8,30.000,40.000,"['/m/012f08', '/m/07yv9', '/m/0k4j', '/t/dd00134']",False
17837,8fHagqehGcM,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17838,5wIm_ajcfZY,26.000,36.000,['/m/04rlf'],False
17839,VMe-LEE9M50,30.000,40.000,['/m/04rlf'],False
17840,k4yuiw3JTlo,300.000,310.000,['/m/09x0r'],False
17841,Rag_9MmVA0g,30.000,40.000,['/m/04rlf'],False
17842,toy_SB-Cn6Q,30.000,40.000,"['/m/04rlf', '/m/04szw', '/m/07gql']",False
17843,cygo51kJxkI,30.000,40.000,['/m/09x0r'],False
17844,uw9Ci8MQHfE,140.000,150.000,"['/m/04rlf', '/t/dd00125']",False
17845,BqCp3qI_5bk,20.000,30.000,['/m/04rlf'],False
17846,Ey_wmOVnIu4,10.000,20.000,"['/m/01kcd', '/m/06ncr', '/m/085jw']",False
17847,6QMx483XAJI,30.000,40.000,['/m/04rlf'],False
17848,0qRRyLV4P0k,30.000,40.000,['/m/09x0r'],False
17849,ANCx9niOWfU,30.000,40.000,['/m/04rlf'],False
17850,M_7MDGN4pac,40.000,50.000,"['/m/02sgy', '/m/0342h', '/m/042v_gx', '/m/04rlf', '/m/04szw', '/m/0fx80y']",False
17851,jAwIHVjZXuU,30.000,40.000,['/m/04rlf'],False
17852,2W2LcLjwEA0,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17853,_jaSB64bCP4,470.000,480.000,['/m/04rlf'],False
17854,yVJWBUOcEhQ,30.000,40.000,"['/m/01hgjl', '/m/04rlf', '/m/09x0r']",False
17855,9TpWaoC0Dlw,10.000,20.000,"['/m/04rlf', '/m/04szw', '/m/07y_7', '/m/0l14_3']",False
17856,czxDxeW7F-M,390.000,400.000,['/m/09x0r'],False
17857,LMUXu-qwHBU,50.000,60.000,"['/m/02qmj0d', '/m/0342h', '/m/04rlf', '/m/04szw', '/m/0fx80y']",False
17858,E8SAjL57rH4,30.000,40.000,['/m/09x0r'],False
17859,OCZsM2ehKvc,30.000,40.000,['/m/09x0r'],False
17860,AQyi_n-j4fA,100.000,110.000,"['/m/04rlf', '/m/064t9']",False
17861,WLcEZxMn3BU,30.000,40.000,"['/m/026t6', '/m/02hnl', '/m/04rlf', '/m/04szw', '/m/09x0r', '/m/0bm02']",False
17862,mY8FEep0zDk,50.000,60.000,['/m/09x0r'],False
17863,VbIupShlyiA,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17864,LFrs7wG2P8U,21.000,31.000,['/m/04rlf'],False
17865,2pIKRBCvXPA,24.000,34.000,['/m/09x0r'],False
17866,jynU7mRWi2E,30.000,40.000,['/m/06mb1'],False
17867,YDel0P5b0F8,10.000,20.000,"['/m/04rlf', '/m/09x0r']",False
17868,P_N2c4UJtaU,40.000,50.000,"['/m/09x0r', '/t/dd00125']",False
17869,0z0PcAX7prw,30.000,40.000,['/m/09x0r'],False
17870,Cj2YpSTd1wQ,30.000,40.000,"['/m/07rv9rh', '/m/09x0r']",False
17871,3Ih3PUxyev4,30.000,40.000,"['/m/04rlf', '/t/dd00003']",False
17872,5n5cVUqcpY8,30.000,40.000,"['/m/04rlf', '/m/07qfr4h', '/m/09x0r']",False
17873,AI95QeWuAlM,0.000,7.000,['/m/04rlf'],False
17874,SoLbxQtp5MU,30.000,40.000,"['/m/04rlf', '/m/04szw', '/m/07y_7']",False
17875,uK17MKQScl8,30.000,40.000,['/m/09x0r'],False
17876,QiAo7OfeAsQ,30.000,40.000,"['/m/02mk9', '/m/07pb8fc']",False
17877,e3EfO3Ymy5c,30.000,40.000,['/m/04rlf'],False
17878,CWfNjpB8ajw,15.000,25.000,['/m/09x0r'],False
17879,cqBuckPQgYs,30.000,40.000,['/m/01c194'],False
17880,fom1o4tKsFU,50.000,60.000,['/m/01b_21'],False
17881,6b2QxBi8Lt0,30.000,40.000,"['/m/04rlf', '/m/0l14gg']",False
17882,cPEhhUN1HDc,30.000,40.000,['/m/09x0r'],False
17883,k_a-bNslgLg,100.000,110.000,"['/m/05zppz', '/m/09x0r']",False
17884,V9iMbKWPWJI,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17885,tTZlH9WiqSA,30.000,40.000,"['/m/025td0t', '/m/04rlf', '/t/dd00034']",False
17886,0-lR6lt8vcA,30.000,40.000,['/m/09x0r'],False
17887,_EVOE-ZxY7w,450.000,460.000,"['/m/09x0r', '/t/dd00128']",False
17888,4Spwl797d2o,30.000,40.000,['/m/09x0r'],False
17889,TF4OHAdVIqQ,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17890,3zQtCIMVkY0,30.000,40.000,['/m/09x0r'],False
17891,3EhTxvmRBPc,30.000,40.000,['/m/04rlf'],False
17892,5L-uRYg-niY,110.000,120.000,"['/m/04rlf', '/m/06by7']",False
17893,8CwLR9u2qE8,30.000,40.000,"['/m/05zppz', '/m/09x0r']",False
17894,9LDZKCQb-3w,110.000,120.000,"['/m/02lkt', '/m/04rlf', '/m/0dwsp', '/m/0m0jc']",False
17895,-eWs1cNZyWI,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17896,7mjW6vqscbA,110.000,120.000,"['/m/04rlf', '/m/09x0r', '/t/dd00127']",False
17897,2Yd6-VlZ3kc,30.000,40.000,['/m/09x0r'],False
17898,AQSaHa7_etY,15.000,25.000,['/m/04rlf'],False
17899,4HKwUAav7F8,70.000,80.000,"['/m/015lz1', '/m/04rlf']",False
17900,SnD8AJt35zA,230.000,240.000,"['/m/025rv6n', '/m/07qn5dc', '/m/07st89h', '/m/09b5t']",False
17901,Xb5nYw5NiO8,20.000,30.000,['/t/dd00125'],False
17902,2ZIO2XgpLMQ,30.000,40.000,['/m/09x0r'],False
17903,1n7lMJe-sR0,30.000,40.000,['/m/09x0r'],False
17904,67iEf8cWvx4,280.000,290.000,"['/m/09x0r', '/t/dd00128']",False
17905,9O94czaCHK0,20.000,30.000,"['/m/0283d', '/m/04rlf']",False
17906,X4sK9kCfnGc,30.000,40.000,"['/m/0342h', '/m/04rlf', '/m/04szw', '/m/09x0r', '/m/0fx80y']",False
17907,GgaNJD9Ft1Q,30.000,40.000,['/m/04rlf'],False
17908,ZbjlIq5_1wA,30.000,40.000,['/m/09x0r'],False
17909,AVp7n2DWxxY,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17910,52TUIvQgnQA,30.000,40.000,"['/m/03k3r', '/m/07rv9rh', '/m/09x0r', '/m/0jbk']",False
17911,89xMI9MH0lM,30.000,40.000,['/m/09x0r'],False
17912,Ct3i2CffreI,21.000,31.000,['/m/09x0r'],False
17913,7PmmoYlnib8,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17914,i9L3WHhSgmg,580.000,590.000,"['/m/02mk9', '/m/07yv9', '/m/09x0r']",False
17915,0B0kwnjLcQk,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17916,ZBHgX137epE,30.000,40.000,['/m/04rlf'],False
17917,uy4W4ORDvqA,440.000,450.000,"['/m/04rlf', '/m/0l14j_']",False
17918,1sVsnbogZNE,30.000,40.000,['/m/04rlf'],False
17919,GEO_iP98AhU,11.000,21.000,"['/m/019jd', '/m/04rlf', '/m/09x0r']",False
17920,yYBLy6yd0dA,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17921,MEXI4hO1um0,10.000,20.000,"['/m/09x0r', '/t/dd00128']",False
17922,te9qi1Jo234,80.000,90.000,"['/m/09x0r', '/t/dd00013', '/t/dd00126']",False
17923,16n4uabk1V0,30.000,40.000,['/m/04rlf'],False
17924,tTE2JyUvv4k,70.000,80.000,"['/m/015lz1', '/m/04rlf', '/m/06bxc', '/m/0glt670']",False
17925,RUsGBEZLTHk,30.000,40.000,['/m/07qjznl'],False
17926,zHN72mae4Vg,110.000,120.000,['/m/09x0r'],False
17927,eH22hcwfGlU,340.000,350.000,['/m/09x0r'],False
17928,2-CZWenDAuI,50.000,60.000,['/m/02cz_7'],False
17929,BdMKa8E3Jt4,0.000,5.000,['/m/0gvgw0'],False
17930,bWB3a8c7Es4,30.000,40.000,"['/m/04rlf', '/m/07s72n']",False
17931,fG4Tn3Y7YOM,21.000,31.000,['/m/04rlf'],False
17932,kbfkq3TuAe0,440.000,450.000,"['/m/01g50p', '/m/06d_3', '/m/07jdr', '/m/07rwm0c']",False
17933,01co-gHSCU8,30.000,40.000,"['/m/02sgy', '/m/0342h', '/m/04rlf', '/m/04szw', '/m/0fx80y']",False
17934,-BqaHZC7omQ,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17935,77DLIASa6Xg,70.000,80.000,['/m/04rlf'],False
17936,JaY7LiWRkB8,30.000,40.000,"['/m/07r04', '/m/07yv9', '/m/09x0r']",False
17937,vCe6NtQTiv4,330.000,340.000,"['/m/03qjg', '/m/085jw']",False
17938,6mE7lo66BA8,170.000,180.000,"['/m/04rlf', '/m/0l14gg', '/m/0m0jc']",False
17939,5xObqC2BBQQ,30.000,40.000,['/m/09x0r'],False
17940,8h6_fIsXTYg,30.000,40.000,"['/m/04rlf', '/m/0l14md']",False
17941,5-u9V4h1p48,12.000,22.000,['/m/09x0r'],False
17942,20f3AyqNad8,30.000,40.000,['/m/09x0r'],False
17943,PQGbWCVHyaM,0.000,9.000,"['/m/012ndj', '/m/03j1ly', '/m/07q2z82', '/m/07r04', '/m/07yv9', '/m/09x0r']",False
17944,OOHDt_mAKg4,30.000,40.000,['/m/04rlf'],False
17945,4i7ZHUGZJMc,30.000,40.000,"['/m/01v1d8', '/m/04rlf']",False
17946,rBN3hNktZHI,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17947,9Sd4tPwpbIw,30.000,40.000,['/m/09x0r'],False
17948,vT_xHI-uskY,0.000,10.000,"['/m/015lz1', '/m/04rlf', '/m/0g12c5']",False
17949,6cTf8BYQ5Bw,30.000,40.000,"['/m/04rlf', '/m/04szw', '/m/07y_7']",False
17950,HbufA5RdfIQ,30.000,40.000,['/m/04rlf'],False
17951,4Rb6HHSWV3Q,60.000,70.000,"['/m/068hy', '/m/07qz6j3', '/m/09x0r', '/m/0bt9lr']",False
17952,yehnYpYoLWc,200.000,210.000,['/m/09x0r'],False
17953,W7ST0wnxqxQ,30.000,40.000,"['/m/015lz1', '/m/04rlf', '/m/06rqw']",False
17954,2I5w_m-_mno,30.000,40.000,['/m/09x0r'],False
17955,DNEgH5VJo0w,550.000,560.000,['/m/04rlf'],False
17956,QkPKtEaT1GM,30.000,40.000,"['/m/04rlf', '/m/04szw', '/m/07y_7']",False
17957,3fvjazmUDgU,60.000,70.000,"['/m/04rlf', '/m/07brj']",False
17958,LbzO4SN5XPw,300.000,310.000,['/m/028v0c'],False
17959,qtYmllQs9FI,10.000,20.000,"['/m/068hy', '/m/09x0r']",False
17960,vWWsd8JT_WY,80.000,90.000,"['/m/09x0r', '/t/dd00125']",False
17961,gp9sHNOg1-4,210.000,220.000,['/m/04rlf'],False
17962,pDAEz_TiY40,60.000,70.000,['/m/09x0r'],False
17963,s9eaeTw4sxM,30.000,40.000,"['/m/025td0t', '/m/04rlf', '/m/05r6t']",False
17964,67BHcVgnQPA,30.000,40.000,['/m/04rlf'],False
17965,Hv-Tr9ltV-0,80.000,90.000,['/m/04rlf'],False
17966,G8tnDCpqy3Q,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17967,U9Om2F-TtOA,50.000,60.000,['/m/02qldy'],False
17968,QI69-EJ9EfI,25.000,35.000,['/m/0chx_'],False
17969,LB6_K6bwhPo,140.000,150.000,"['/m/09x0r', '/t/dd00125']",False
17970,-0-FlWBeWD4,30.000,40.000,['/m/04rlf'],False
17971,oaKRlrwDeIU,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17972,voz4JGeCIVs,30.000,40.000,['/m/09x0r'],False
17973,KW_6Lzr47iU,29.000,39.000,['/m/09x0r'],False
17974,BF8HeToXGnE,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17975,1KBenpGq_jI,30.000,40.000,['/m/04rlf'],False
17976,tuGszPGo9ew,300.000,310.000,"['/m/07qyrcz', '/m/09x0r']",False
17977,84yc45l5xWM,30.000,40.000,"['/m/04rlf', '/m/04szw', '/m/07y_7']",False
17978,vfY_TJq7n_U,130.000,140.000,"['/m/09ddx', '/m/09x0r', '/m/0jbk']",False
17979,Tvz_-06D35I,10.000,20.000,"['/m/0342h', '/m/04rlf', '/m/04szw', '/m/0fx80y']",False
17980,3REQMYzNDf8,30.000,40.000,['/m/09x0r'],False
17981,zDFLfo880OY,30.000,40.000,['/m/09x0r'],False
17982,_93nXuKSefI,30.000,40.000,['/m/04rlf'],False
17983,BuZeUwwd9wY,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17984,FUNHhIpOc8Y,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17985,PURYCcVB380,30.000,40.000,['/m/04rlf'],False
17986,rmpkTEpF38s,210.000,220.000,['/m/01wy6'],False
17987,0RxwWikjFC8,30.000,40.000,['/m/04rlf'],False
17988,22F442sVP_A,30.000,40.000,['/m/09x0r'],False
17989,2JMLX3obWKA,30.000,40.000,"['/m/01g50p', '/m/0284vy3', '/m/06d_3', '/m/07jdr']",False
17990,121IvR7X_WE,30.000,40.000,['/m/09x0r'],False
17991,-m5rMn-BI7U,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
17992,PJp_qXLciE8,380.000,390.000,['/m/09x0r'],False
17993,2d7rGH6bmCw,30.000,40.000,"['/m/04rlf', '/m/09x0r', '/m/0l14md']",False
17994,Ak2F7dncSFc,80.000,90.000,['/m/09x0r'],False
17995,MNGt_AmwqCY,160.000,170.000,"['/m/09x0r', '/t/dd00127']",False
17996,9O8gNQqXqNA,30.000,40.000,"['/m/04rlf', '/m/04szw', '/m/07y_7']",False
17997,KW0iiEfSYUA,300.000,310.000,"['/m/09x0r', '/t/dd00127']",False
17998,EN5D0G-Z6v8,130.000,140.000,"['/m/04rlf', '/m/0l14gg']",False
17999,f6mIQW0tVHg,200.000,210.000,"['/m/01d380', '/m/07yv9']",False
18000,77Dm9qS1Hc0,30.000,40.000,"['/m/025rv6n', '/m/07qn5dc', '/m/07st89h', '/m/09b5t', '/m/0ch8v']",False
18001,NoZwd9LGAnQ,30.000,40.000,['/m/09x0r'],False
18002,lYdYqFnVC_0,30.000,40.000,['/m/04rlf'],False
18003,IHeOIx7Vt_k,20.000,30.000,"['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']",False
18004,-C_NOltuAxc,30.000,40.000,['/m/09x0r'],False
18005,nvu4PhxK9eg,26.000,36.000,"['/m/01xq0k1', '/m/07rpkh9', '/m/0ch8v']",False
18006,XmpTccQIFOY,30.000,40.000,"['/m/01c194', '/m/04rlf']",False
18007,2t4IjQbaUkE,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
18008,OJ1796f9E9I,30.000,40.000,"['/m/04rlf', '/m/09x0r']",False
18009,55UqcWRxImM,22.000,32.000,['/m/09x0r'],False
18010,ZS99ILoGBec,6.000,16.000,"['/m/07bgp', '/m/09x0r']",False
18011,TV6YhqZvhWs,10.000,20.000,['/m/04rlf'],False
18012,1gsYevjhm8A,30.000,40.000,['/m/09x0r'],False
18013,dPfokwiQoT8,30.000,40.000,"['/m/07yv9', '/m/0k4j']",False
18014,gGbMdKTcw-Q,30.000,40.000,['/m/09x0r'],False
18015,ALSYuEZp9RQ,30.000,40.000,"['/m/04rlf', '/m/06j6l']",False
18016,sf0DJpL2fjk,30.000,40.000,"['/m/01lyv', '/m/0326g', '/m/04rlf']",False
